"txNomeParlamentar";"cpf";"ideCadastro";"nuCarteiraParlamentar";"nuLegislatura";"sgUF";"sgPartido";"codLegislatura";"numSubCota";"txtDescricao";"numEspecificacaoSubCota";"txtDescricaoEspecificacao";"txtFornecedor";"txtCNPJCPF";"txtNumero";"indTipoDocumento";"datEmissao";"vlrDocumento";"vlrGlosa";"vlrLiquido";"numMes";"numAno";"numParcela";"txtPassageiro";"txtTrecho";"numLote";"numRessarcimento";"datPagamentoRestituicao";"vlrRestituicao";"nuDeputadoId";"ideDocumento";"urlDocumento"
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"BRASIL TELECOM";"765.357.640/0014-3";"802238";"0";"2008-11-01T00:00:00";"1567.71";"0";"1567.71";"11";"2008";"0";"";"";"389529";"";"";"";"1439";"1566392";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"BRASIL TELECOM SA";"765.357.640/0014-3";"000023346";"0";"2008-02-01T00:00:00";"186.95";"0";"186.95";"2";"2008";"0";"";"";"425288";"";"";"";"1439";"1679865";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"BRASIL TELECOM SA";"765.357.640/0014-3";"000338846";"0";"2008-02-01T00:00:00";"70.13";"0";"70.13";"2";"2008";"0";"";"";"425288";"";"";"";"1439";"1679863";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"BRASIL TELECOM SA";"765.357.640/0014-3";"000386743";"0";"2008-02-01T00:00:00";"994.52";"0";"994.52";"2";"2008";"0";"";"";"425288";"";"";"";"1439";"1679858";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COPEL DISTRIBUIÇÃO";"043.688.980/0010-6";"2387960";"0";"2008-02-25T00:00:00";"158.21";"0";"158.21";"2";"2008";"0";"";"";"425280";"";"";"";"1439";"1679830";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COPEL DISTRIBUIÇÃO";"043.688.980/0010-6";"2387963";"0";"2008-02-22T00:00:00";"56.62";"0";"56.62";"2";"2008";"0";"";"";"425280";"";"";"";"1439";"1679829";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COPEL DISTRIBUIÇÃO SA";"043.688.980/0010-6";"2247748";"0";"2008-01-23T00:00:00";"107.13";"0";"107.13";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678125";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COPEL DISTRIBUIÇÃO SA";"043.688.980/0010-6";"2247751";"0";"2008-01-23T00:00:00";"56.62";"0";"56.62";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678126";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"EMBRATEL";"335.304.860/0012-9";"000004872";"0";"2008-01-01T00:00:00";"4.12";"0";"4.12";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678127";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"LIVRARIA UNIVERSITÁRIA";"030.553.620/0017-8";"21280";"0";"2008-02-12T00:00:00";"85.75";"0";"85.75";"2";"2008";"0";"";"";"428709";"";"";"";"1439";"1691613";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000.063.840-AB";"0";"2008-03-07T00:00:00";"623.87";"0";"623.87";"3";"2008";"0";"";"";"425308";"";"";"";"1439";"1679934";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000049412-AB";"0";"2008-03-07T00:00:00";"868.09";"0";"868.09";"3";"2008";"0";"";"";"425308";"";"";"";"1439";"1679932";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000053172-AB";"0";"2008-01-07T00:00:00";"839.96";"0";"839.96";"1";"2008";"0";"";"";"424751";"";"";"";"1439";"1678132";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000053694-AA";"0";"2008-03-02T00:00:00";"99.62";"0";"99.62";"3";"2008";"0";"";"";"425308";"";"";"";"1439";"1679926";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000053800-AA";"0";"2008-01-02T00:00:00";"96.42";"0";"96.42";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678128";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000053861AB";"0";"2008-02-07T00:00:00";"550.29";"0";"550.29";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679890";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000054365AA";"0";"2008-02-02T00:00:00";"99.06";"0";"99.06";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679889";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000055377AB";"0";"2008-02-07T00:00:00";"616.79";"0";"616.79";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679891";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TIM CELULAR";"042.060.500/1286-3";"000062707-AB";"0";"2008-01-07T00:00:00";"288.07";"0";"288.07";"1";"2008";"0";"";"";"424751";"";"";"";"1439";"1678131";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"VIVO SA";"024.499.920/0016-4";"000173381";"0";"2008-01-27T00:00:00";"137.7";"0";"137.7";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678130";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"VIVO SA";"024.499.920/0016-4";"000175646";"0";"2008-02-27T00:00:00";"253.18";"0";"253.18";"2";"2008";"0";"";"";"425288";"";"";"";"1439";"1679866";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"VIVO SA";"024.499.920/0016-4";"000214222";"0";"2008-10-26T00:00:00";"62.25";"0";"62.25";"10";"2008";"0";"";"";"395053";"";"";"";"1439";"1578646";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"VIVO SA";"024.499.920/0016-4";"216827";"0";"2008-12-27T00:00:00";"98.06";"0";"98.06";"12";"2008";"0";"";"";"395055";"";"";"";"1439";"1578658";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"FADANELLI BUENO & CIA LTDA";"720.498.850/0012-4";"074688";"0";"2008-02-14T00:00:00";"27";"0";"27";"2";"2008";"0";"";"";"425280";"";"";"";"1439";"1679835";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"FADANELLI BUENO E CIA LTDA";"720.498.850/0012-4";"074171";"0";"2008-01-17T00:00:00";"29.5";"0";"29.5";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678123";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"FADANELLI BUENO E CIA LTDA";"720.498.850/0012-4";"77698";"0";"2008-10-17T00:00:00";"30";"0";"30";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1616017";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"HOTEL DEVILLE";"751.621.560/0025-9";"198168";"0";"2008-01-18T00:00:00";"105.05";"5.5";"99.55";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678121";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"HOTEL DEVILLE";"751.621.560/0025-9";"198213";"0";"2008-01-19T00:00:00";"102.03";"2.75";"99.28";"1";"2008";"0";"";"";"424750";"";"";"";"1439";"1678122";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"HOTEL DEVILLE";"751.621.560/0025-9";"201065";"0";"2008-03-17T00:00:00";"122.93";"2.75";"120.18";"3";"2008";"0";"";"";"425308";"";"";"";"1439";"1679917";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"HOTEL PROVÍNCIA";"023.201.730/0011-2";"36941";"0";"2008-08-25T00:00:00";"50";"0";"50";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615948";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"HOTEL PROVÍNCIA";"023.201.730/0011-2";"36945";"0";"2008-08-26T00:00:00";"50";"0";"50";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615951";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"KASKATA GASTRONOMIA LTDA";"075.959.760/0010-1";"0004140";"0";"2008-01-19T00:00:00";"47.75";"0";"47.75";"1";"2008";"0";"";"";"408445";"";"";"";"1439";"1615475";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"MANDARINA";"061.040.580/0016-1";"21644";"0";"2008-03-24T00:00:00";"16.9";"0";"16.9";"3";"2008";"0";"";"";"425304";"";"";"";"1439";"1679906";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"MANDARINA CHURRASCARIA";"061.040.580/0016-1";"25236";"0";"2008-12-19T00:00:00";"15.4";"0";"15.4";"12";"2008";"0";"";"";"395055";"";"";"";"1439";"1578655";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"MN JOBIM CONFEITARIA";"057.956.390/0012-4";"07862";"0";"2008-12-17T00:00:00";"21.5";"0";"21.5";"12";"2008";"0";"";"";"408454";"";"";"";"1439";"1619092";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RESTAURANTE COZINHA ITALIANA";"078.250.790/0013-9";"4979";"0";"2008-02-11T00:00:00";"15.2";"0";"15.2";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679885";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RESTAURANTE COZINHA ITALIANA";"078.250.790/0013-9";"5053";"0";"2008-02-18T00:00:00";"16.5";"0";"16.5";"2";"2008";"0";"";"";"425280";"";"";"";"1439";"1679834";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RESTAURANTE COZINHA ITALIANA";"078.250.790/0013-9";"5284";"0";"2008-03-17T00:00:00";"17.5";"0";"17.5";"3";"2008";"0";"";"";"425304";"";"";"";"1439";"1679903";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RESTAURANTE HIBISCO";"038.417.380/0033-1";"21776";"0";"2008-11-20T00:00:00";"31.5";"0";"31.5";"11";"2008";"0";"";"";"408453";"";"";"";"1439";"1619088";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RESTAURANTE HIBISCO";"038.417.380/0033-1";"22182";"0";"2008-12-03T00:00:00";"24.9";"0";"24.9";"12";"2008";"0";"";"";"408454";"";"";"";"1439";"1619089";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0056-3";"111663";"1";"2008-10-24T00:00:00";"5";"0";"5";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1615997";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0056-3";"ADFWM3WZT619";"1";"2008-08-17T00:00:00";"5";"0";"5";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615902";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0056-3";"CIZEDV700MT8";"1";"2008-10-24T00:00:00";"5";"0";"5";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1616000";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0064-4";"ADW69OERZ680";"1";"2008-08-17T00:00:00";"7.1";"0";"7.1";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615907";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0099-7";"150919";"1";"2008-10-24T00:00:00";"6.7";"0";"6.7";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1616003";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0099-7";"AD73IVLZZ63B";"1";"2008-08-17T00:00:00";"6.7";"0";"6.7";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615935";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0102-0";"160728";"1";"2008-10-24T00:00:00";"6.7";"0";"6.7";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1616005";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0102-0";"ADPMIB5GZ60P";"1";"2008-08-17T00:00:00";"6.7";"0";"6.7";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615928";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0110-1";"160538";"1";"2008-10-24T00:00:00";"6.7";"0";"6.7";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1616008";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODONORTE";"022.215.310/0110-1";"AD5IX115Z6DE";"1";"2008-08-17T00:00:00";"6.7";"0";"6.7";"8";"2008";"0";"";"";"408450";"";"";"";"1439";"1615913";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS";"022.287.210/0018-9";"0ADE4617";"1";"2008-02-11T00:00:00";"7.8";"0";"7.8";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679884";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS";"022.287.210/0018-9";"0F57DE6A";"1";"2008-02-11T00:00:00";"6";"0";"6";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679883";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS";"022.287.210/0018-9";"4BF681CA";"1";"2008-12-05T00:00:00";"9.2";"0";"9.2";"12";"2008";"0";"";"";"408454";"";"";"";"1439";"1616058";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS";"022.287.210/0018-9";"s/n";"1";"2008-03-17T00:00:00";"6";"0";"6";"3";"2008";"0";"";"";"425304";"";"";"";"1439";"1679898";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS";"022.287.210/0018-9";"s/n";"1";"2008-03-17T00:00:00";"7.8";"0";"7.8";"3";"2008";"0";"";"";"425304";"";"";"";"1439";"1679893";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS";"022.287.210/0018-9";"s/n";"1";"2008-03-17T00:00:00";"7.8";"0";"7.8";"3";"2008";"0";"";"";"425304";"";"";"";"1439";"1679896";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIA DAS CATARATAS SA";"022.287.210/0018-9";"COC5DCB9";"1";"2008-02-11T00:00:00";"7.8";"0";"7.8";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679875";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIAS INTEGRADAS DO PARANÁ";"021.916.010/0023-5";"113258";"1";"2008-09-21T00:00:00";"4.8";"0";"4.8";"9";"2008";"0";"";"";"408451";"";"";"";"1439";"1615979";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIAS INTEGRADAS DO PARANÁ";"021.916.010/0023-5";"125225";"1";"2008-11-03T00:00:00";"4.8";"0";"4.8";"11";"2008";"0";"";"";"408453";"";"";"";"1439";"1616026";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIAS INTEGRADAS DO PARANÁ";"021.916.010/0023-5";"220432";"1";"2008-10-24T00:00:00";"4.8";"0";"4.8";"10";"2008";"0";"";"";"408452";"";"";"";"1439";"1616009";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIAS INTEGRADAS DO PARANÁ";"021.916.010/0023-5";"2308523";"1";"2008-02-08T00:00:00";"4.8";"0";"4.8";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679877";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIAS INTEGRADAS DO PARANÁ";"021.916.010/0023-5";"236102";"1";"2008-11-03T00:00:00";"4.8";"0";"4.8";"11";"2008";"0";"";"";"408453";"";"";"";"1439";"1616042";""
"Osmar Serraglio";"";"73463";"593";"2007";"PR";"PP";"53";"2";"LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM";"0";"";"RODOVIAS INTEGRADAS DO PARANÁ";"021.916.010/0023-5";"27622";"1";"2008-02-08T00:00:00";"4.8";"0";"4.8";"2";"2008";"0";"";"";"425301";"";"";"";"1439";"1679871";""
